age,class_of_worker,education,marital_status,race,sex,industry,capital_zscaled,binned_income
33,Government,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
34,Private,Less than high school,Other, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Private,Some college/Vocational,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
28,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Government,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
35,Private,Bachelors degree(BA AB BS),Married, Black, Female,"Computer, Information",-0.15954615253005786, 50000+.
47,Private,Less than high school,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
58,Private,Some college/Vocational,Married, White, Male,Trade,-0.15954615253005786, - 50000.
31,Private,Graduate,Married, White, Female,Public administration/Education/Social assistance,1.2636301539718362, - 50000.
33,Government,High school graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
20,Private,Some college/Vocational,Never married, Amer Indian Aleut or Eskimo, Male,Manufacturing,-0.15954615253005786, - 50000.
37,Private,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",1.7043882688762255, - 50000.
64,Private,High school graduate,Married, Black, Male,Management,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
38,Government,Bachelors degree(BA AB BS),Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Male,Construction,-0.15954615253005786, - 50000.
21,Private,High school graduate,Other, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
62,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
40,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
35,Self-employed,Graduate,Married, White, Female,Services/Administration,-0.15954615253005786, 50000+.
52,Private,Some college/Vocational,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
42,Private,Less than high school,Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
53,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Management,-0.15954615253005786, - 50000.
54,Self-employed,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
46,Private,Bachelors degree(BA AB BS),Never married, White, Female,Utilities,-0.15954615253005786, - 50000.
35,Private,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Male,Utilities,-0.15954615253005786, - 50000.
53,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
28,Private,High school graduate,Never married, Black, Female,Utilities,-0.15954615253005786, - 50000.
55,Self-employed,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
29,Private,Bachelors degree(BA AB BS),Married, White, Female,Management,-0.15954615253005786, - 50000.
49,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Private,Bachelors degree(BA AB BS),Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
58,Private,High school graduate,Other, White, Female,Management,-0.15954615253005786, - 50000.
42,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
61,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,Some college/Vocational,Married, Black, Male,Utilities,-0.15954615253005786, - 50000.
58,Government,Some college/Vocational,Other, Black, Female,Services/Administration,-0.15954615253005786, 50000+.
39,Private,Bachelors degree(BA AB BS),Married, White, Male,Trade,-1.025009797508812, 50000+.
36,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
28,Private,Less than high school,Married, White, Female,Trade,-0.15954615253005786, - 50000.
33,Private,Some college/Vocational,Never married, Black, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
24,Government,Bachelors degree(BA AB BS),Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
46,Government,Some college/Vocational,Married, White, Male,Services/Administration,-1.025009797508812, 50000+.
46,Private,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,High school graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
42,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-1.025009797508812, - 50000.
56,Government,Some college/Vocational,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
46,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
42,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Management,6.73114054707821, 50000+.
33,Private,High school graduate,Other, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
62,Private,High school graduate,Other, Black, Female,Manufacturing,-0.15954615253005786, - 50000.
26,Private,Graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Self-employed,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, Black, Male,Construction,-0.15954615253005786, - 50000.
31,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,Bachelors degree(BA AB BS),Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
71,Private,Less than high school,Married, White, Male,Construction,-0.15954615253005786, - 50000.
41,Government,Some college/Vocational,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
62,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Private,High school graduate,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
33,Private,Bachelors degree(BA AB BS),Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
42,Self-employed,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
36,Government,Bachelors degree(BA AB BS),Married, White, Male,Other,-0.15954615253005786, 50000+.
48,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
28,Private,Bachelors degree(BA AB BS),Other, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
30,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
68,Self-employed,High school graduate,Other, White, Female,Services/Administration,0.9086387065878638, - 50000.
21,Private,High school graduate,Never married, Black, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
33,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
45,Private,Graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, 50000+.
41,Private,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
26,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
55,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
46,Private,Graduate,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
20,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Government,High school graduate,Married, White, Female,Other,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Other, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
42,Government,Bachelors degree(BA AB BS),Married, White, Female,Services/Administration,-0.15954615253005786, 50000+.
26,Private,Some college/Vocational,Married, White, Male,Construction,-0.15954615253005786, - 50000.
29,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,High school graduate,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
36,Private,Less than high school,Married, Other, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
54,Private,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, 50000+.
50,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,Bachelors degree(BA AB BS),Married, White, Male,Utilities,-1.0318894767216797, 50000+.
28,Private,High school graduate,Never married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
20,Private,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
41,Self-employed,Graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, 50000+.
34,Private,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
30,Self-employed,Some college/Vocational,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
39,Government,Bachelors degree(BA AB BS),Married, Amer Indian Aleut or Eskimo, Male,Other,-0.15954615253005786, - 50000.
31,Self-employed,Bachelors degree(BA AB BS),Never married, White, Male,Management,-0.15954615253005786, - 50000.
20,Private,Some college/Vocational,Never married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
18,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
